timestamp,sensor_id,temp_c,humedad_pct
2026-04-21 08:20:00,SENSOR-A,27.9,66.3
2026-04-21 08:25:00,SENSOR-A,27.2,51.1
2026-04-21 08:30:00,SENSOR-A,26.1,40.2
2026-04-21 08:35:00,SENSOR-A,26.7,55.6
2026-04-21 08:40:00,SENSOR-A,28.0,45.5
2026-04-21 08:45:00,SENSOR-A,27.5,70.6
2026-04-21 08:50:00,SENSOR-A,27.9,60.9
2026-04-21 08:55:00,SENSOR-A,27.1,58.1
2026-04-21 09:00:00,SENSOR-A,27.7,55.3
2026-04-21 09:05:00,SENSOR-A,29.3,53.9
2026-04-21 09:10:00,SENSOR-A,27.9,70.9
2026-04-21 09:15:00,SENSOR-A,27.7,55.5
2026-04-21 09:20:00,SENSOR-A,26.9,59.0
2026-04-21 09:25:00,SENSOR-A,30.3,43.6
2026-04-21 09:30:00,SENSOR-A,29.9,54.1
2026-04-21 09:35:00,SENSOR-A,27.2,60.3
2026-04-21 09:40:00,SENSOR-A,28.8,63.9
2026-04-21 09:45:00,SENSOR-A,27.0,61.0
2026-04-21 09:50:00,SENSOR-A,27.9,66.2
2026-04-21 09:55:00,SENSOR-A,29.6,59.2
2026-04-21 10:00:00,SENSOR-A,28.1,50.5
2026-04-21 10:05:00,SENSOR-A,28.5,66.2
2026-04-21 10:10:00,SENSOR-A,28.6,49.6
2026-04-21 10:15:00,SENSOR-A,29.6,58.4
2026-04-21 10:20:00,SENSOR-A,28.5,52.8
2026-04-21 10:25:00,SENSOR-A,30.7,56.4
2026-04-21 10:30:00,SENSOR-A,30.0,58.2
2026-04-21 10:35:00,SENSOR-A,29.3,53.4
2026-04-21 10:40:00,SENSOR-A,30.2,70.1
2026-04-21 10:45:00,SENSOR-A,28.1,57.1
2026-04-21 10:50:00,SENSOR-A,28.1,58.6
2026-04-21 10:55:00,SENSOR-A,28.9,57.4
2026-04-21 11:00:00,SENSOR-A,27.5,52.7
2026-04-21 11:05:00,SENSOR-A,28.9,55.4
2026-04-21 11:10:00,SENSOR-A,29.6,56.8
2026-04-21 11:15:00,SENSOR-A,28.2,53.0
2026-04-21 11:20:00,SENSOR-A,29.1,65.9
2026-04-21 11:25:00,SENSOR-A,27.8,61.5
2026-04-21 11:30:00,SENSOR-A,28.4,53.4
2026-04-21 11:35:00,SENSOR-A,27.0,41.8
2026-04-21 11:40:00,SENSOR-A,29.5,57.1
2026-04-21 11:45:00,SENSOR-A,30.0,49.0
2026-04-21 11:50:00,SENSOR-A,28.4,58.0
2026-04-21 11:55:00,SENSOR-A,28.0,55.0
2026-04-21 12:00:00,SENSOR-A,27.7,47.8
2026-04-21 12:05:00,SENSOR-A,28.5,53.8
2026-04-21 12:10:00,SENSOR-A,28.0,54.4
2026-04-21 12:15:00,SENSOR-A,28.8,41.1
2026-04-21 12:20:00,SENSOR-A,26.4,62.5
2026-04-21 12:25:00,SENSOR-A,29.8,64.4
2026-04-21 12:30:00,SENSOR-A,29.6,53.6
2026-04-21 12:35:00,SENSOR-A,29.3,43.1
2026-04-21 12:40:00,SENSOR-A,28.5,51.6
2026-04-21 12:45:00,SENSOR-A,28.9,58.6
2026-04-21 12:50:00,SENSOR-A,31.2,50.1
2026-04-21 12:55:00,SENSOR-A,29.5,61.6
2026-04-21 13:00:00,SENSOR-A,30.1,46.3
2026-04-21 13:05:00,SENSOR-A,28.3,42.0
2026-04-21 13:10:00,SENSOR-A,26.8,55.5
2026-04-21 13:15:00,SENSOR-A,28.9,59.2
2026-04-21 13:20:00,SENSOR-A,28.6,61.7
2026-04-21 13:25:00,SENSOR-A,31.4,61.9
2026-04-21 13:30:00,SENSOR-A,26.8,76.1
2026-04-21 13:35:00,SENSOR-A,28.1,38.7
2026-04-21 13:40:00,SENSOR-A,28.6,59.7
2026-04-21 13:45:00,SENSOR-A,27.8,54.5
2026-04-21 13:50:00,SENSOR-A,29.6,55.6
2026-04-21 13:55:00,SENSOR-A,30.6,47.3
2026-04-21 14:00:00,SENSOR-A,29.6,43.7
2026-04-21 14:05:00,SENSOR-A,28.9,56.2
2026-04-21 14:10:00,SENSOR-A,28.2,65.1
2026-04-21 14:15:00,SENSOR-A,27.3,55.2
2026-04-21 14:20:00,SENSOR-A,26.6,64.0
2026-04-21 14:25:00,SENSOR-A,29.4,58.4
2026-04-21 14:30:00,SENSOR-A,28.7,66.1
2026-04-21 14:35:00,SENSOR-A,29.1,46.9
2026-04-21 14:40:00,SENSOR-A,28.2,63.7
2026-04-21 14:45:00,SENSOR-A,27.1,53.3
2026-04-21 14:50:00,SENSOR-A,28.0,57.0
2026-04-21 14:55:00,SENSOR-A,30.0,44.5
2026-04-21 15:00:00,SENSOR-A,28.0,65.3
2026-04-21 15:05:00,SENSOR-A,28.3,36.6
2026-04-21 15:10:00,SENSOR-A,26.5,31.1
2026-04-21 15:15:00,SENSOR-A,26.6,56.5
2026-04-21 15:20:00,SENSOR-A,28.8,53.9
2026-04-21 15:25:00,SENSOR-A,28.9,56.5
2026-04-21 15:30:00,SENSOR-A,26.4,75.0
2026-04-21 15:35:00,SENSOR-A,28.8,71.2
2026-04-21 15:40:00,SENSOR-A,29.3,54.3
2026-04-21 15:45:00,SENSOR-A,26.6,57.9
2026-04-21 15:50:00,SENSOR-A,27.5,65.1
2026-04-21 15:55:00,SENSOR-A,26.1,59.6
2026-04-21 16:00:00,SENSOR-A,27.6,50.1
2026-04-21 16:05:00,SENSOR-A,27.2,47.5
2026-04-21 16:10:00,SENSOR-A,25.8,48.9
2026-04-21 16:15:00,SENSOR-A,26.6,64.8
2026-04-21 16:20:00,SENSOR-A,27.5,41.6
2026-04-21 16:25:00,SENSOR-A,26.4,58.8
2026-04-21 16:30:00,SENSOR-A,23.3,59.4
2026-04-21 16:35:00,SENSOR-A,26.8,47.3
2026-04-21 16:40:00,SENSOR-A,27.9,65.9
2026-04-21 16:45:00,SENSOR-A,26.1,45.0
2026-04-21 16:50:00,SENSOR-A,26.2,62.5
2026-04-21 16:55:00,SENSOR-A,27.5,55.7
2026-04-21 17:00:00,SENSOR-A,26.9,62.7
2026-04-21 17:05:00,SENSOR-A,26.2,52.8
2026-04-21 17:10:00,SENSOR-A,26.3,53.1
2026-04-21 17:15:00,SENSOR-A,26.0,62.4
2026-04-21 17:20:00,SENSOR-A,23.3,39.8
2026-04-21 17:25:00,SENSOR-A,26.1,58.7
2026-04-21 17:30:00,SENSOR-A,24.4,67.0
2026-04-21 17:35:00,SENSOR-A,25.6,63.3
2026-04-21 17:40:00,SENSOR-A,25.0,55.1
2026-04-21 17:45:00,SENSOR-A,26.2,62.3
2026-04-21 17:50:00,SENSOR-A,26.5,53.3
2026-04-21 17:55:00,SENSOR-A,25.2,65.8
2026-04-21 18:00:00,SENSOR-A,25.5,56.6
2026-04-21 18:05:00,SENSOR-A,24.0,54.0
2026-04-21 18:10:00,SENSOR-A,25.9,51.4
2026-04-21 18:15:00,SENSOR-A,25.7,69.1
2026-04-21 18:20:00,SENSOR-A,26.4,53.8
2026-04-21 18:25:00,SENSOR-A,25.0,68.1
2026-04-21 18:30:00,SENSOR-A,23.5,69.8
2026-04-21 18:35:00,SENSOR-A,25.6,38.3
2026-04-21 18:40:00,SENSOR-A,26.5,42.3
2026-04-21 18:45:00,SENSOR-A,23.4,50.6
2026-04-21 18:50:00,SENSOR-A,25.8,50.4
2026-04-21 18:55:00,SENSOR-A,23.2,51.3
2026-04-21 19:00:00,SENSOR-A,22.0,42.7
2026-04-21 19:05:00,SENSOR-A,25.4,54.8
2026-04-21 19:10:00,SENSOR-A,24.6,58.6
2026-04-21 19:15:00,SENSOR-A,21.2,37.3
2026-04-21 19:20:00,SENSOR-A,23.8,56.6
2026-04-21 19:25:00,SENSOR-A,24.0,60.8
2026-04-21 19:30:00,SENSOR-A,24.1,66.9
2026-04-21 19:35:00,SENSOR-A,22.6,51.8
2026-04-21 19:40:00,SENSOR-A,25.0,70.4
2026-04-21 19:45:00,SENSOR-A,24.3,47.3
2026-04-21 19:50:00,SENSOR-A,23.4,55.5
2026-04-21 19:55:00,SENSOR-A,21.8,49.0
2026-04-21 20:00:00,SENSOR-A,25.7,60.6
2026-04-21 20:05:00,SENSOR-A,20.7,72.3
2026-04-21 20:10:00,SENSOR-A,24.3,43.6
2026-04-21 20:15:00,SENSOR-A,22.0,53.9
2026-04-21 20:20:00,SENSOR-A,22.3,44.7
2026-04-21 20:25:00,SENSOR-A,22.5,41.1
2026-04-21 20:30:00,SENSOR-A,22.4,43.9
2026-04-21 20:35:00,SENSOR-A,23.1,52.4
2026-04-21 20:40:00,SENSOR-A,21.9,63.0
2026-04-21 20:45:00,SENSOR-A,22.4,46.1
2026-04-21 20:50:00,SENSOR-A,22.3,59.3
2026-04-21 20:55:00,SENSOR-A,25.0,44.6
2026-04-21 21:00:00,SENSOR-A,20.4,70.9
2026-04-21 21:05:00,SENSOR-A,21.8,48.9
2026-04-21 21:10:00,SENSOR-A,21.8,51.8
2026-04-21 21:15:00,SENSOR-A,23.1,63.5
2026-04-21 21:20:00,SENSOR-A,22.5,42.0
2026-04-21 21:25:00,SENSOR-A,23.3,51.6
2026-04-21 21:30:00,SENSOR-A,21.7,58.3
2026-04-21 21:35:00,SENSOR-A,21.6,55.7
2026-04-21 21:40:00,SENSOR-A,20.2,55.3
2026-04-21 21:45:00,SENSOR-A,20.2,47.6
2026-04-21 21:50:00,SENSOR-A,22.0,58.4
2026-04-21 21:55:00,SENSOR-A,21.6,44.7
2026-04-21 22:00:00,SENSOR-A,20.7,45.2
2026-04-21 22:05:00,SENSOR-A,22.3,52.7
2026-04-21 22:10:00,SENSOR-A,21.6,57.4
2026-04-21 22:15:00,SENSOR-A,22.0,39.4
2026-04-21 22:20:00,SENSOR-A,20.8,61.4
2026-04-21 22:25:00,SENSOR-A,21.0,59.2
2026-04-21 22:30:00,SENSOR-A,20.5,49.8
2026-04-21 22:35:00,SENSOR-A,20.4,50.1
2026-04-21 22:40:00,SENSOR-A,21.0,56.3
2026-04-21 22:45:00,SENSOR-A,22.4,48.7
2026-04-21 22:50:00,SENSOR-A,21.9,60.4
2026-04-21 22:55:00,SENSOR-A,20.0,50.8
2026-04-21 23:00:00,SENSOR-A,21.3,46.2
2026-04-21 23:05:00,SENSOR-A,23.8,53.0
2026-04-21 23:10:00,SENSOR-A,21.8,49.9
2026-04-21 23:15:00,SENSOR-A,21.5,65.9
2026-04-21 23:20:00,SENSOR-A,21.6,61.4
2026-04-21 23:25:00,SENSOR-A,20.3,54.6
2026-04-21 23:30:00,SENSOR-A,22.0,57.5
2026-04-21 23:35:00,SENSOR-A,21.1,55.5
2026-04-21 23:40:00,SENSOR-A,21.0,52.1
2026-04-21 23:45:00,SENSOR-A,22.9,47.4
2026-04-21 23:50:00,SENSOR-A,23.0,50.5
2026-04-21 23:55:00,SENSOR-A,19.3,54.8
2026-04-22 00:00:00,SENSOR-A,21.0,39.7
2026-04-22 00:05:00,SENSOR-A,20.0,66.6
2026-04-22 00:10:00,SENSOR-A,21.7,57.1
2026-04-22 00:15:00,SENSOR-A,21.9,60.8
2026-04-22 00:20:00,SENSOR-A,20.7,39.8
2026-04-22 00:25:00,SENSOR-A,19.5,68.6
2026-04-22 00:30:00,SENSOR-A,21.8,54.1
2026-04-22 00:35:00,SENSOR-A,21.6,52.4
2026-04-22 00:40:00,SENSOR-A,20.1,57.7
2026-04-22 00:45:00,SENSOR-A,18.2,45.7
2026-04-22 00:50:00,SENSOR-A,20.8,57.7
2026-04-22 00:55:00,SENSOR-A,23.4,55.5
2026-04-22 01:00:00,SENSOR-A,21.0,52.8
2026-04-22 01:05:00,SENSOR-A,23.2,42.3
2026-04-22 01:10:00,SENSOR-A,22.3,43.0
2026-04-22 01:15:00,SENSOR-A,21.4,55.9
2026-04-22 01:20:00,SENSOR-A,21.8,60.2
2026-04-22 01:25:00,SENSOR-A,21.3,68.2
2026-04-22 01:30:00,SENSOR-A,21.4,48.3
2026-04-22 01:35:00,SENSOR-A,24.5,55.0
2026-04-22 01:40:00,SENSOR-A,19.6,71.0
2026-04-22 01:45:00,SENSOR-A,21.0,57.1
2026-04-22 01:50:00,SENSOR-A,21.8,70.8
2026-04-22 01:55:00,SENSOR-A,22.9,49.0
2026-04-22 02:00:00,SENSOR-A,19.9,34.3
2026-04-22 02:05:00,SENSOR-A,19.2,56.0
2026-04-22 02:10:00,SENSOR-A,21.9,57.2
2026-04-22 02:15:00,SENSOR-A,22.0,39.3
2026-04-22 02:20:00,SENSOR-A,20.5,50.3
2026-04-22 02:25:00,SENSOR-A,21.2,57.8
2026-04-22 02:30:00,SENSOR-A,23.4,52.6
2026-04-22 02:35:00,SENSOR-A,23.2,58.8
2026-04-22 02:40:00,SENSOR-A,22.5,55.6
2026-04-22 02:45:00,SENSOR-A,23.3,45.3
2026-04-22 02:50:00,SENSOR-A,22.3,48.8
2026-04-22 02:55:00,SENSOR-A,22.3,52.4
2026-04-22 03:00:00,SENSOR-A,22.6,49.9
2026-04-22 03:05:00,SENSOR-A,22.6,62.7
2026-04-22 03:10:00,SENSOR-A,24.5,54.0
2026-04-22 03:15:00,SENSOR-A,22.7,59.3
2026-04-22 03:20:00,SENSOR-A,22.8,55.5
2026-04-22 03:25:00,SENSOR-A,20.8,50.2
2026-04-22 03:30:00,SENSOR-A,22.1,65.7
2026-04-22 03:35:00,SENSOR-A,21.9,57.7
2026-04-22 03:40:00,SENSOR-A,22.0,57.1
2026-04-22 03:45:00,SENSOR-A,24.0,53.2
2026-04-22 03:50:00,SENSOR-A,22.7,51.6
2026-04-22 03:55:00,SENSOR-A,22.6,58.3
2026-04-22 04:00:00,SENSOR-A,22.5,69.4
2026-04-22 04:05:00,SENSOR-A,23.1,62.4
2026-04-22 04:10:00,SENSOR-A,24.8,63.7
2026-04-22 04:15:00,SENSOR-A,19.6,51.0
2026-04-22 04:20:00,SENSOR-A,20.8,60.1
2026-04-22 04:25:00,SENSOR-A,23.4,62.4
2026-04-22 04:30:00,SENSOR-A,22.0,45.4
2026-04-22 04:35:00,SENSOR-A,23.5,48.3
2026-04-22 04:40:00,SENSOR-A,24.7,60.8
2026-04-22 04:45:00,SENSOR-A,24.4,55.0
2026-04-22 04:50:00,SENSOR-A,22.2,52.6
2026-04-22 04:55:00,SENSOR-A,21.8,62.0
2026-04-22 05:00:00,SENSOR-A,23.4,47.1
2026-04-22 05:05:00,SENSOR-A,24.2,42.8
2026-04-22 05:10:00,SENSOR-A,25.2,58.3
2026-04-22 05:15:00,SENSOR-A,27.4,56.1
2026-04-22 05:20:00,SENSOR-A,23.2,55.0
2026-04-22 05:25:00,SENSOR-A,24.5,56.6
2026-04-22 05:30:00,SENSOR-A,25.5,65.6
2026-04-22 05:35:00,SENSOR-A,25.0,51.9
2026-04-22 05:40:00,SENSOR-A,24.9,49.7
2026-04-22 05:45:00,SENSOR-A,24.9,57.0
2026-04-22 05:50:00,SENSOR-A,24.3,49.1
2026-04-22 05:55:00,SENSOR-A,27.1,44.7
2026-04-22 06:00:00,SENSOR-A,25.6,47.1
2026-04-22 06:05:00,SENSOR-A,26.0,52.3
2026-04-22 06:10:00,SENSOR-A,25.0,57.8
2026-04-22 06:15:00,SENSOR-A,25.3,51.3
2026-04-22 06:20:00,SENSOR-A,26.1,59.8
2026-04-22 06:25:00,SENSOR-A,26.1,54.6
2026-04-22 06:30:00,SENSOR-A,25.7,38.5
2026-04-22 06:35:00,SENSOR-A,26.9,49.5
2026-04-22 06:40:00,SENSOR-A,24.6,55.1
2026-04-22 06:45:00,SENSOR-A,25.4,42.7
2026-04-22 06:50:00,SENSOR-A,27.9,44.8
2026-04-22 06:55:00,SENSOR-A,27.1,38.7
2026-04-22 07:00:00,SENSOR-A,25.8,39.8
2026-04-22 07:05:00,SENSOR-A,29.0,54.2
2026-04-22 07:10:00,SENSOR-A,26.5,57.7
2026-04-22 07:15:00,SENSOR-A,24.5,52.9
2026-04-22 07:20:00,SENSOR-A,27.0,46.3
2026-04-22 07:25:00,SENSOR-A,24.7,43.7
2026-04-22 07:30:00,SENSOR-A,26.2,56.5
2026-04-22 07:35:00,SENSOR-A,25.3,51.7
2026-04-22 07:40:00,SENSOR-A,26.3,62.6
2026-04-22 07:45:00,SENSOR-A,28.0,46.0
2026-04-22 07:50:00,SENSOR-A,27.5,69.0
2026-04-22 07:55:00,SENSOR-A,27.2,61.1
2026-04-22 08:00:00,SENSOR-A,27.0,44.6
2026-04-22 08:05:00,SENSOR-A,26.9,59.7
2026-04-22 08:10:00,SENSOR-A,25.6,42.4
2026-04-22 08:15:00,SENSOR-A,27.2,54.3
2026-04-22 08:20:00,SENSOR-A,28.7,65.8
2026-04-22 08:25:00,SENSOR-A,27.0,40.1
2026-04-22 08:30:00,SENSOR-A,26.3,48.6
2026-04-22 08:35:00,SENSOR-A,27.9,44.3
2026-04-22 08:40:00,SENSOR-A,26.5,63.5
2026-04-22 08:45:00,SENSOR-A,29.2,63.5
2026-04-22 08:50:00,SENSOR-A,29.2,65.4
2026-04-22 08:55:00,SENSOR-A,29.0,62.9
2026-04-22 09:00:00,SENSOR-A,27.0,43.7
2026-04-22 09:05:00,SENSOR-A,28.8,56.9
2026-04-22 09:10:00,SENSOR-A,30.1,47.6
2026-04-22 09:15:00,SENSOR-A,27.3,61.6
2026-04-22 09:20:00,SENSOR-A,28.6,45.0
2026-04-22 09:25:00,SENSOR-A,29.0,54.3
2026-04-22 09:30:00,SENSOR-A,27.8,62.5
2026-04-22 09:35:00,SENSOR-A,29.0,50.2
2026-04-22 09:40:00,SENSOR-A,27.8,53.0
2026-04-22 09:45:00,SENSOR-A,28.6,51.0
2026-04-22 09:50:00,SENSOR-A,25.5,55.2
2026-04-22 09:55:00,SENSOR-A,28.1,63.4
2026-04-22 10:00:00,SENSOR-A,28.7,53.3
2026-04-22 10:05:00,SENSOR-A,27.6,67.9
2026-04-22 10:10:00,SENSOR-A,30.5,56.8
2026-04-22 10:15:00,SENSOR-A,29.5,55.7
2026-04-22 10:20:00,SENSOR-A,25.1,47.3
2026-04-22 10:25:00,SENSOR-A,29.8,38.1
2026-04-22 10:30:00,SENSOR-A,29.4,48.2
2026-04-22 10:35:00,SENSOR-A,27.8,56.2
2026-04-22 10:40:00,SENSOR-A,28.5,68.9
2026-04-22 10:45:00,SENSOR-A,28.6,46.3
2026-04-22 10:50:00,SENSOR-A,27.9,41.5
2026-04-22 10:55:00,SENSOR-A,29.0,45.0
2026-04-22 11:00:00,SENSOR-A,30.1,54.8
2026-04-22 11:05:00,SENSOR-A,29.5,50.8
2026-04-22 11:10:00,SENSOR-A,28.9,51.2
2026-04-22 11:15:00,SENSOR-A,29.3,58.5
2026-04-22 11:20:00,SENSOR-A,28.7,44.5
2026-04-22 11:25:00,SENSOR-A,29.9,55.3
2026-04-22 11:30:00,SENSOR-A,28.2,63.4
2026-04-22 11:35:00,SENSOR-A,28.3,42.6
2026-04-22 11:40:00,SENSOR-A,27.4,57.4
2026-04-22 11:45:00,SENSOR-A,28.0,55.4
2026-04-22 11:50:00,SENSOR-A,29.6,49.7
2026-04-22 11:55:00,SENSOR-A,26.5,43.3
2026-04-22 12:00:00,SENSOR-A,29.2,52.5
2026-04-22 12:05:00,SENSOR-A,30.3,69.2
2026-04-22 12:10:00,SENSOR-A,30.0,65.6
2026-04-22 12:15:00,SENSOR-A,28.6,50.8
2026-04-22 12:20:00,SENSOR-A,28.8,60.5
2026-04-22 12:25:00,SENSOR-A,26.9,53.0
2026-04-22 12:30:00,SENSOR-A,30.7,73.2
2026-04-22 12:35:00,SENSOR-A,30.4,63.0
2026-04-22 12:40:00,SENSOR-A,29.3,55.3
2026-04-22 12:45:00,SENSOR-A,27.2,55.8
2026-04-22 12:50:00,SENSOR-A,31.7,55.9
2026-04-22 12:55:00,SENSOR-A,31.9,55.6
2026-04-22 13:00:00,SENSOR-A,30.9,51.0
2026-04-22 13:05:00,SENSOR-A,28.4,55.0
2026-04-22 13:10:00,SENSOR-A,29.4,59.4
2026-04-22 13:15:00,SENSOR-A,27.8,49.1
2026-04-22 13:20:00,SENSOR-A,28.0,53.6
2026-04-22 13:25:00,SENSOR-A,28.5,68.0
2026-04-22 13:30:00,SENSOR-A,30.4,54.6
2026-04-22 13:35:00,SENSOR-A,28.9,44.2
2026-04-22 13:40:00,SENSOR-A,27.7,33.4
2026-04-22 13:45:00,SENSOR-A,29.8,55.7
2026-04-22 13:50:00,SENSOR-A,29.3,55.4
2026-04-22 13:55:00,SENSOR-A,29.7,62.6
2026-04-22 14:00:00,SENSOR-A,25.5,37.2
2026-04-22 14:05:00,SENSOR-A,29.8,54.0
2026-04-22 14:10:00,SENSOR-A,27.5,57.0
2026-04-22 14:15:00,SENSOR-A,28.9,37.5
2026-04-22 14:20:00,SENSOR-A,29.3,56.8
2026-04-22 14:25:00,SENSOR-A,27.4,43.7
2026-04-22 14:30:00,SENSOR-A,25.9,48.1
2026-04-22 14:35:00,SENSOR-A,28.1,64.2
2026-04-22 14:40:00,SENSOR-A,27.6,60.0
2026-04-22 14:45:00,SENSOR-A,25.8,67.6
2026-04-22 14:50:00,SENSOR-A,28.6,53.1
2026-04-22 14:55:00,SENSOR-A,28.5,48.4
2026-04-22 15:00:00,SENSOR-A,29.7,64.9
2026-04-22 15:05:00,SENSOR-A,28.6,53.7
2026-04-22 15:10:00,SENSOR-A,28.2,65.6
2026-04-22 15:15:00,SENSOR-A,26.2,52.0
2026-04-22 15:20:00,SENSOR-A,28.5,44.3
2026-04-22 15:25:00,SENSOR-A,26.5,62.7
2026-04-22 15:30:00,SENSOR-A,26.0,58.6
2026-04-22 15:35:00,SENSOR-A,27.6,55.6
2026-04-22 15:40:00,SENSOR-A,29.4,42.6
2026-04-22 15:45:00,SENSOR-A,27.8,67.7
2026-04-22 15:50:00,SENSOR-A,28.7,61.4
2026-04-22 15:55:00,SENSOR-A,27.1,44.0
2026-04-22 16:00:00,SENSOR-A,28.3,52.2
